Source	IslandID	TaxonOrig	GenusL69	SpeciesL69	SubspL69	SpeciesID	SubspID	Sex	Plumage	BodyL	WingL	TailL	BeakW	BeakH	LBeakL	UBeakL	N-UBkL	TarsusL	MToeL
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		77			9					
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			9.2		16.5	11.6		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		71			8.6		16.4	12		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		72			9.1		16.4	11		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		72					16.2	11.2		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		75			8.9		16.3	11.3		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		72			9.4		16.5	11.7		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			9.5		16.7	11.9		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		72			8.9		15.7	11		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		72			8.8		16.2	11.2		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		73			9.3		16.9	11.9		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.					9.1		16.2	11		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		73			9		15.7	10.9		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		68			8.6		15.4	10.9		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			8.4		15.2	10.8		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			71					16	10.8		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69					16	11.2		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			70			8		16.1	10.8		
Lack CAS	Drwn_Clp	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			70			8.7		16.4	11.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72					15.5	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		69					15.5	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		71			8.7		15.1	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			8.1		14.8	10.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		71					15.4	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.5		15.1	11.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.5		15.2	10.6		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		70					15.4	10.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		70			8.4		15.2	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		71			7.9		15.1	10.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.2		15.4	10.3		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.3		16	11.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			8.9		15.9	10.6		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.3		14.7	10.3		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			7.9		16	11.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		70			8.4		15.8	11.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		74			8.2		14.8	10		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.7		15.8	11.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		68			8.1		15.7	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		75			8.8		15.6	10.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		72			8.4		15.6	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			8.3		16.2	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Black		73			8.6		15.8	11.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		72			7.8		15.3	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		72			9.5		15.6	11		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		72			8.3		15	10.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		71					15.9	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		73			8.4		15.5	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		73			8.6		15.7	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		73			8.6		15.8	11.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		73			8.1		15.6	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		73			8.8		16.3	11.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	P. black		73			8.1		15.3	11		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		73			7.9		15.2	10.6		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		72			8.6		15.8	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		71			7.8		15.4	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			8.3		15	10.3		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		73			8.3		15.6	10.6		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		70			7.9		16.1	11		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			8.3		15.5	11		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		70			7.9		15	11		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		71			8.1		15	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		71			8.2		14.6	10.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			7.7		15.6	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		71			8.1		14.9	10.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			8.1		14.7	10		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		68			8		14.5	10.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			7.8		14.9	10.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		70					14.9	10.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		72					15	10.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			7.8		14.7	10.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		71			8.1		14.5	10.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			8		15.6	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		71			8.6		15.9	11.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		70			8.2		15.5	11.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			7.9		15.5	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		69			8.4		15.1	10.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		71			8.2		15.9	11		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	M	Juv.		73			8.4		16.1	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			70			8.4		15.8	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			7.9		14.5	10.6		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			67			8		14.9	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			8.2		15.3	11.3		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			8		14.8	10.3		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			7.7		15.1	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			67			7.9		15.4	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68					14.7	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			7.9		15.1	11.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68					14.6	10.3		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			7.5		15	10.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			7.9		14.8	10.3		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			8		14.7	10.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			7.3		15.5	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			7.7		14	10.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			67			7.5		14.8	10.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			67			7.8		15.2	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			7.3		14.3	10.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			7.7		15.6	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			8.1		15.2	10.7		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			71			7.9		14.1	9.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			8.5		15.4	11.1		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			8.2		15.1	10.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69					15.4	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			67			7.5		14.6	10.4		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			8		15.1	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			70			7.5		15.5	10.9		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			69			7.8		15.5	10.8		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			68			7.7		15.5	10.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			67			7.8		15.8	11		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			70			8.1		15.3	10.5		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			70			7.9		15.5	10.6		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			71			8.1		15.1	10.2		
Lack CAS	Wlf_Wnm	Geospiza septentrionalis	Geospiza	difficilis	septentrionalis	Geo.dif	Geo.dif.sep	F			70			7.9		15.4	10.8		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M	Black		73			10.7		21.8	15.7		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M	Black		73			10.2		20.8	15.1		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M	Black		72					21.1	15.9		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			73			9.5		19.7	14.7		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			71			9.7		19.7	14.7		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			70			9.7		19.5	14.2		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			71			9.7		19.2	14.1		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			69			9.3		19.2	14.3		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			71			9.3		19	13.7		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			71			8.9		19.6	14		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			73			9.8		20	14.3		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			71			10		19.3	14.3		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			69			10.2		19.5	14		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	M			70			9.9		19.6	14.7		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			68			8.9		20.1	15.2		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			70			9.9		19.2	14.3		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			64			9.3		18.6	13.8		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			72			10.1		20.1	14.7		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			69			8.9		19.7	14.3		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			67					19.3	13.9		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			68			8.5		18.3	13.9		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			69			9.7		19.7	14.2		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			69			9.7		19.9	14.2		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			69			9.2		21.2	15.3		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			67					20.5	15		
Lack CAS	Pnt_Abng	Geospiza scandens	Geospiza	scandens	abingdoni	Geo.sca	Geo.sca.abi	F			69			9.2		20	14.3		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M	Black		71					20.5	14.9		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M	Black		72			10.2		19.4	15		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M	Black		74			10.4		20.2	14.8		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M	Black		75			11.9		21.8	15.5		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M	Black		74			10.3		20.4	14.8		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M			70			10.6		19.5	14.3		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M			68			10.6		21.1	15.8		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	M			73			10.4		20.1	15.1		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			72			9.5		19.5	14.3		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			68			10.4		19	14.4		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			68			9.8		19.5	14.4		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			71			10.5		18.3	14		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			68			11.2		20	14.1		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			68			10		19.9	14.1		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			71			10.3		20.5	15		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			69			10		20.5	14.8		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			71					21.5	15.8		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			70			10.2		20.7	15.1		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			71			10.9		19.2	13.6		
Lack CAS	Mrch_Bndl	Geospiza scandens	Geospiza	scandens	rothschildi	Geo.sca	Geo.sca.rot	F			69			10.5		21.1	15.3		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		71			8.7		17.8	12.9		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		69					17.2	12.2		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		69			8.8		17.7	13		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		70			9.1		18.3	13.4		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		70			9.5		18.4	13.5		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		72			9.4		18.1	13.1		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		70			9		18.3	13.3		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		68			8.6		17.6	12.9		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		71			9		18.3	13.8		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		70			9.4		17.8	12.9		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		72			9.1		17.6	12.7		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		70			8.9		17.2	12.4		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		69			9		17.5	12.6		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M	Black		66			8.4		16.7	12.3		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M			70			8.2		18.3	13		
Lack CAS	Snti_Jams	Geospiza scandens	Geospiza	scandens	scandens	Geo.sca	Geo.sca.sca	M						8.8		17.8	13		
